Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 10, 1385, 0, 150, 0.86336, 4455, 0, 0, 4449, 2782, 0, 3028, 0, -nan, 0, 0, 4415, 33, 
1, 10, 1285, 0, 60, 0.886696, 3773, 830, 0, 11304, 9856, 11546, 8481, 4449, 0.614672, 4253, 196, 8498, 23, 
2, 10, 1293, 0, 70, 0.890004, 3771, 1089, 0, 17842, 16343, 20914, 12664, 8522, 0.592522, 8266, 256, 12394, 40, 
3, 10, 1395, 0, 40, 0.88848, 4669, 1582, 0, 24893, 23258, 29890, 17330, 12435, 0.583975, 12071, 364, 17002, 70, 
4, 10, 1393, 0, 85, 0.888988, 4617, 2076, 0, 31856, 30266, 40189, 20922, 16717, 0.584103, 16243, 461, 21132, 61, 
5, 10, 1391, 0, 95, 0.892575, 3990, 1602, 0, 29806, 28220, 34785, 19252, 15678, 0.549651, 15291, 349, 19680, 156, 
6, 10, 1366, 0, 105, 0.895906, 3928, 1008, 0, 27149, 25639, 31852, 17486, 14120, 0.557159, 13761, 346, 17984, 92, 
7, 10, 1203, 0, 55, 0.893856, 3925, 1185, 0, 24170, 22764, 27935, 15257, 12386, 0.557184, 12009, 401, 16242, 45, 
8, 10, 1356, 0, 120, 0.88717, 4237, 1285, 0, 26670, 25072, 29651, 16621, 13443, 0.54713, 13029, 372, 18025, 60, 
9, 10, 1175, 0, 130, 0.885718, 3690, 1565, 0, 26115, 24798, 31780, 16123, 13647, 0.571132, 13228, 420, 17263, 54, 
10, 10, 1520, 0, 65, 0.890559, 4770, 1507, 0, 26053, 24280, 27831, 14390, 12818, 0.539963, 12557, 270, 17670, 27, 
11, 10, 1513, 0, 145, 0.881234, 4229, 1399, 0, 27146, 25431, 31427, 17413, 13952, 0.556699, 13580, 338, 18017, 89, 
12, 10, 1469, 0, 70, 0.887518, 4113, 1416, 0, 25602, 24007, 29483, 19106, 13253, 0.551293, 12790, 517, 17115, 109, 
13, 10, 1345, 0, 160, 0.885535, 5011, 1362, 0, 25402, 23825, 28845, 18619, 13065, 0.547501, 12638, 421, 17320, 99, 
14, 10, 1365, 0, 90, 0.879148, 4407, 2149, 0, 25551, 23962, 32027, 19687, 13085, 0.591948, 12558, 550, 17413, 70, 
15, 10, 1236, 0, 384, 0.871771, 3783, 1206, 0, 25201, 23695, 32309, 18786, 12968, 0.599048, 12445, 596, 16859, 96, 
16, 10, 1232, 0, 96, 0.875631, 3689, 1257, 0, 24806, 23391, 35475, 16515, 12698, 0.642562, 12234, 543, 16642, 37, 
17, 10, 1236, 0, 192, 0.880028, 3763, 1239, 0, 23692, 22213, 29355, 16282, 11955, 0.59334, 11562, 396, 15964, 104, 
18, 10, 1325, 0, 96, 0.887007, 3887, 1164, 0, 22879, 21327, 31143, 17566, 11331, 0.636652, 10829, 453, 15515, 160, 
19, 10, 1368, 0, 0, 0.885284, 4395, 1331, 0, 24163, 22620, 32972, 18628, 11869, 0.640529, 11337, 555, 16411, 119, 
20, 10, 1473, 0, 96, 0.884993, 4147, 1384, 0, 24614, 22982, 39715, 18491, 12535, 0.684733, 11994, 593, 16288, 79, 
21, 10, 1466, 0, 0, 0.88812, 4745, 763, 0, 34924, 33201, 53159, 23897, 18576, 0.65084, 17962, 682, 22913, 127, 
22, 10, 1449, 0, 0, 0.88152, 4087, 1836, 0, 21102, 19427, 25945, 17427, 10554, 0.595291, 9999, 527, 14521, 103, 
23, 10, 1272, 0, 0, 0.884937, 3597, 941, 0, 18594, 17116, 21705, 15127, 9358, 0.569212, 8979, 359, 12995, 73, 
24, 10, 1372, 0, 96, 0.893128, 4102, 602, 0, 20786, 19219, 23171, 14984, 10301, 0.555915, 9978, 336, 14515, 60, 
25, 10, 1067, 0, 96, 0.900732, 2871, 892, 0, 21050, 19812, 25036, 14731, 11046, 0.559499, 10674, 419, 14195, 44, 
26, 10, 1230, 0, 258, 0.896237, 4140, 545, 0, 18065, 16603, 19456, 13046, 8816, 0.547596, 8481, 351, 12501, 60, 
27, 10, 1370, 0, 270, 0.889991, 4222, 1414, 0, 20032, 18463, 21368, 13893, 9820, 0.541464, 9490, 300, 13939, 67, 
28, 10, 1396, 0, 168, 0.881984, 4142, 1083, 0, 16409, 14767, 15804, 12404, 7521, 0.524799, 7233, 290, 11679, 56, 
29, 10, 1459, 0, 288, 0.889624, 4534, 1115, 0, 19102, 17431, 20799, 13363, 9069, 0.565182, 8678, 382, 13433, 41, 
30, 10, 1384, 0, 300, 0.890894, 3930, 1337, 0, 21204, 19567, 22586, 14059, 10420, 0.539223, 10106, 334, 14619, 76, 
31, 10, 1301, 0, 498, 0.895021, 3879, 939, 0, 21168, 19703, 22260, 14478, 10620, 0.523703, 10252, 352, 14471, 71, 
32, 10, 1102, 0, 330, 0.888755, 3163, 1004, 0, 22025, 20767, 23624, 13960, 11602, 0.509906, 11269, 304, 14551, 150, 
33, 10, 1007, 0, 342, 0.885175, 3163, 1087, 0, 21509, 20312, 24715, 14077, 10893, 0.559754, 10521, 378, 14555, 98, 
34, 10, 1208, 0, 198, 0.883784, 3740, 1056, 0, 21373, 19974, 27472, 14010, 10721, 0.610089, 10396, 303, 14367, 119, 
35, 3, 254, 0, 0, 0.909247, 673, 651, 0, 18662, 18355, 30802, 12815, 10822, 0.649229, 10465, 355, 11556, 114, 
