Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 10, 1143, 0, 180, 0.880389, 3280, 0, 0, 3256, 1949, 0, 2587, 0, -nan, 0, 0, 3217, 38, 
1, 10, 1029, 0, 60, 0.895631, 3264, 1695, 0, 8867, 7663, 7353, 7901, 3254, 0.55746, 3084, 172, 6832, 86, 
2, 10, 1187, 0, 30, 0.89459, 3559, 1796, 0, 15300, 13907, 15204, 12329, 6918, 0.544988, 6630, 289, 10750, 142, 
3, 10, 977, 0, 30, 0.900331, 2933, 2249, 0, 19216, 18095, 23679, 15518, 9884, 0.582866, 9490, 379, 12642, 195, 
4, 10, 911, 0, 85, 0.909663, 3106, 1246, 0, 19369, 18269, 24555, 16075, 9889, 0.597747, 9393, 469, 12889, 145, 
5, 10, 978, 0, 35, 0.905484, 3517, 1804, 0, 20435, 19253, 24444, 16611, 10261, 0.580687, 9790, 493, 13713, 151, 
6, 10, 1059, 0, 35, 0.89538, 3354, 2129, 0, 14555, 13350, 15485, 11462, 6605, 0.574338, 6373, 260, 10023, 220, 
7, 10, 1120, 0, 70, 0.886742, 3325, 1503, 0, 17508, 16170, 18609, 11617, 8227, 0.558992, 7993, 249, 11856, 184, 
8, 10, 939, 0, 35, 0.893657, 2827, 1385, 0, 18947, 17861, 23924, 14280, 9674, 0.596833, 9249, 340, 12409, 183, 
9, 10, 1231, 0, 35, 0.89698, 4078, 1259, 0, 19639, 18198, 22673, 16074, 9395, 0.586651, 8958, 432, 13263, 280, 
10, 10, 1144, 0, 35, 0.890184, 3498, 2334, 0, 20117, 18829, 25060, 17759, 10044, 0.599809, 9526, 515, 13448, 228, 
11, 10, 1108, 0, 35, 0.889594, 3672, 1231, 0, 21261, 20001, 27345, 18002, 10600, 0.612899, 10124, 442, 14279, 209, 
12, 10, 1008, 0, 35, 0.9013, 3427, 1933, 0, 23998, 22824, 30886, 18936, 12285, 0.602774, 11714, 580, 15692, 273, 
13, 10, 1053, 0, 0, 0.869939, 4790, 2045, 0, 25401, 24334, 32911, 19023, 12539, 0.619442, 11985, 521, 16876, 204, 
14, 10, 1541, 0, 100, 0.861628, 5562, 4355, 0, 42977, 41297, 62259, 31689, 22611, 0.637057, 21665, 1000, 27287, 299, 
15, 10, 1014, 0, 0, 0.878445, 3404, 6282, 0, 55212, 53921, 81326, 40049, 30667, 0.623089, 29581, 1130, 33920, 642, 
16, 10, 807, 0, 0, 0.883985, 2463, 6964, 0, 64680, 63692, 104652, 50959, 36854, 0.648205, 35241, 1619, 39056, 821, 
17, 10, 957, 0, 0, 0.877481, 2936, 6383, 0, 53298, 52218, 94325, 44233, 30151, 0.680722, 28700, 1459, 32564, 674, 
18, 10, 1007, 0, 0, 0.880139, 2887, 6500, 0, 56833, 55619, 82009, 43552, 31907, 0.611184, 30839, 1076, 34941, 892, 
19, 10, 994, 0, 0, 0.883382, 3031, 8686, 0, 57073, 56066, 81986, 46713, 31934, 0.610926, 30440, 1527, 35000, 834, 
20, 10, 935, 0, 0, 0.885753, 2689, 7992, 0, 58867, 57804, 86022, 46044, 33332, 0.612774, 32063, 1309, 35769, 859, 
21, 10, 680, 0, 0, 0.893498, 2737, 5435, 0, 51179, 50359, 78776, 39393, 29038, 0.63174, 27887, 1135, 30967, 718, 
22, 10, 1025, 0, 0, 0.889069, 4063, 8873, 0, 51786, 50570, 78165, 39890, 28301, 0.638289, 27114, 1206, 32062, 786, 
23, 10, 1034, 0, 0, 0.88443, 3530, 10197, 0, 50530, 49429, 80457, 37355, 27487, 0.658687, 26465, 1003, 31522, 520, 
24, 10, 1043, 0, 0, 0.882899, 2883, 9899, 0, 50430, 49238, 78230, 39207, 27673, 0.646437, 26541, 1187, 30818, 584, 
25, 10, 959, 0, 40, 0.880273, 2798, 6694, 0, 46898, 45783, 71900, 35969, 25369, 0.647521, 24195, 1224, 28873, 616, 
26, 10, 898, 0, 40, 0.881983, 2681, 3733, 0, 39941, 38921, 55848, 29981, 21878, 0.608517, 21039, 847, 24393, 488, 
27, 10, 876, 0, 80, 0.895944, 2647, 1342, 0, 21178, 20119, 33198, 16604, 10699, 0.678409, 10147, 567, 13622, 249, 
28, 10, 951, 0, 40, 0.895091, 2817, 1124, 0, 16911, 15785, 27890, 15737, 8220, 0.705756, 7597, 642, 11158, 228, 
29, 10, 947, 0, 40, 0.89557, 2924, 1170, 0, 15618, 14501, 20523, 14152, 7495, 0.635404, 7058, 443, 10569, 167, 
30, 10, 933, 0, 40, 0.891976, 2814, 1398, 0, 12928, 11776, 13814, 10517, 5930, 0.571284, 5724, 264, 8890, 148, 
31, 10, 1018, 0, 40, 0.89438, 3101, 1112, 0, 14647, 13447, 16774, 11757, 6597, 0.607111, 6344, 283, 10213, 207, 
32, 10, 890, 0, 80, 0.899582, 2637, 2034, 0, 16268, 15256, 24376, 14950, 8081, 0.668825, 7529, 579, 10753, 174, 
33, 10, 939, 0, 0, 0.881653, 3906, 1313, 0, 17245, 16220, 20834, 13173, 8097, 0.611841, 7731, 362, 11805, 131, 
34, 10, 1609, 0, 0, 0.86275, 5281, 2679, 0, 33541, 31745, 42163, 24835, 17006, 0.596823, 16481, 555, 21804, 341, 
35, 10, 1053, 0, 0, 0.8845, 3331, 7460, 0, 43518, 42309, 62314, 36793, 23905, 0.616772, 22819, 1218, 26997, 543, 
36, 0, 0, 0, 0, -nan, 0, 0, 0, 0, 0, 0, 0, 0, -nan, 0, 0, 0, 0, 
