Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 10, 933, 0, 100, 0.852185, 4339, 0, 0, 589, 226, 0, 397, 0, -nan, 0, 0, 588, 0, 
1, 10, 517, 0, 0, 0.865126, 3047, 2534, 0, 1502, 1143, 1014, 2354, 589, 0.419132, 548, 41, 1275, 0, 
2, 10, 445, 0, 25, 0.874333, 2331, 1595, 0, 2344, 2090, 2397, 3442, 1276, 0.467668, 1197, 79, 1789, 0, 
3, 10, 509, 0, 0, 0.865528, 2999, 1700, 0, 3234, 2915, 3347, 4332, 1790, 0.465193, 1678, 112, 2419, 0, 
4, 10, 543, 0, 55, 0.861475, 2985, 2702, 0, 4261, 3918, 4488, 5602, 2420, 0.460784, 2283, 137, 3135, 0, 
5, 10, 494, 0, 65, 0.861183, 2750, 2575, 0, 5250, 4969, 5886, 6593, 3136, 0.46721, 2963, 173, 3741, 10, 
6, 10, 502, 0, 0, 0.861755, 2778, 2168, 0, 6235, 5932, 7280, 7827, 3752, 0.484615, 3526, 226, 4401, 0, 
7, 10, 652, 0, 0, 0.86545, 3694, 2677, 0, 7347, 6960, 8685, 8337, 4402, 0.493149, 4183, 219, 5144, 22, 
8, 10, 543, 0, 0, 0.868256, 2641, 2416, 0, 8334, 8027, 10457, 9763, 5167, 0.505881, 4865, 302, 5775, 0, 
9, 10, 455, 0, 0, 0.858909, 2333, 1427, 0, 9220, 8934, 11497, 10306, 5776, 0.497608, 5471, 305, 6354, 5, 
10, 10, 467, 0, 0, 0.860446, 2597, 2383, 0, 10169, 9890, 12824, 11131, 6360, 0.504055, 6029, 331, 7010, 0, 
11, 10, 506, 0, 0, 0.869146, 2422, 2056, 0, 11047, 10807, 14196, 11772, 7011, 0.506128, 6658, 353, 7516, 0, 
12, 4, 154, 0, 0, 0.883963, 753, 1238, 0, 11560, 11428, 16388, 12029, 7517, 0.541311, 7170, 347, 7763, 0, 
