Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 10, 1394, 0, 180, 0.867297, 4489, 0, 0, 4121, 2471, 0, 2973, 0, -nan, 0, 0, 4056, 67, 
1, 10, 1294, 90, 60, 0.899044, 4402, 705, 370, 9964, 8585, 10060, 8405, 4124, 0.59006, 3970, 154, 7431, 59, 
2, 10, 1072, 88, 30, 0.889472, 3672, 608, 308, 13506, 12305, 16342, 10306, 6636, 0.59455, 6372, 235, 9461, 49, 
3, 10, 1274, 72, 60, 0.895228, 4561, 420, 375, 13368, 11916, 12534, 9657, 6267, 0.501194, 6100, 161, 9626, 28, 
4, 10, 1206, 104, 110, 0.896096, 4153, 999, 441, 17834, 16443, 19601, 13648, 9007, 0.541418, 8678, 318, 12479, 33, 
5, 10, 1241, 96, 55, 0.891421, 4549, 485, 386, 24431, 22987, 28646, 19138, 13157, 0.54104, 12793, 351, 16618, 52, 
6, 10, 1233, 116, 110, 0.886659, 4289, 714, 462, 19270, 17980, 24324, 16231, 9919, 0.593717, 9377, 580, 13112, 54, 
7, 10, 1181, 45, 0, 0.886652, 3823, 1076, 189, 16510, 15210, 18027, 12243, 8195, 0.546235, 7906, 277, 11509, 34, 
8, 10, 1081, 70, 110, 0.888679, 4175, 1187, 398, 18201, 16937, 20507, 13300, 9467, 0.538892, 9192, 272, 12319, 79, 
9, 10, 1357, 117, 55, 0.887746, 5060, 1299, 686, 18344, 16754, 18395, 14502, 9134, 0.503614, 8838, 342, 12724, 70, 
10, 10, 1428, 110, 55, 0.884649, 4517, 1239, 478, 17984, 16418, 17879, 16094, 9020, 0.496033, 8711, 329, 12537, 126, 
11, 10, 1312, 116, 55, 0.888775, 4384, 1071, 435, 19141, 17713, 22058, 17036, 10020, 0.54599, 9687, 277, 13309, 38, 
12, 10, 1231, 135, 0, 0.885321, 5352, 1051, 608, 21274, 19939, 24716, 18017, 11401, 0.539037, 11058, 349, 14609, 50, 
13, 10, 1517, 190, 55, 0.891991, 6626, 1970, 1186, 22313, 20665, 25112, 18969, 11573, 0.539786, 11198, 400, 15445, 70, 
14, 10, 945, 194, 0, 0.881762, 3815, 1204, 729, 26750, 25745, 33752, 23009, 15500, 0.541217, 14990, 519, 17593, 95, 
15, 10, 1107, 62, 85, 0.878002, 4076, 400, 288, 26625, 25337, 33886, 24195, 14636, 0.569719, 13920, 786, 17913, 121, 
16, 10, 1263, 91, 85, 0.886191, 4282, 1228, 385, 17122, 15802, 21778, 15619, 8813, 0.597562, 8287, 597, 11644, 34, 
17, 10, 1143, 110, 0, 0.878056, 4064, 1035, 386, 52456, 51167, 71356, 41930, 30762, 0.569846, 29644, 1182, 33753, 369, 
18, 10, 1114, 77, 0, 0.878444, 3659, 1049, 325, 57277, 56049, 79004, 47139, 34038, 0.569988, 32733, 1421, 36555, 368, 
19, 10, 1306, 93, 0, 0.872758, 4760, 675, 305, 40173, 38838, 52931, 34359, 23014, 0.567601, 21894, 1010, 25991, 420, 
20, 10, 1196, 104, 0, 0.878669, 4358, 1467, 537, 40461, 43294, 69208, 33253, 29781, 0.570508, 28672, 1168, 22237, 276, 
21, 10, 1258, 122, 0, 0.88369, 4519, 1202, 546, 35892, 35895, 50603, 28919, 22455, 0.557214, 21662, 810, 22192, 276, 
22, 10, 1242, 87, 0, 0.884438, 4519, 696, 375, 33563, 33565, 48049, 27480, 20990, 0.563735, 20254, 756, 20734, 276, 
23, 10, 1332, 130, 0, 0.889625, 5063, 1210, 468, 26969, 26964, 39687, 22977, 16900, 0.574757, 16279, 633, 16601, 235, 
24, 10, 1241, 123, 0, 0.889106, 4643, 2013, 576, 23578, 23575, 33966, 19004, 14756, 0.566153, 14270, 524, 14571, 166, 
25, 10, 1163, 70, 0, 0.88908, 4254, 1201, 267, 46462, 35282, 25080, 25079, 11085, 0.558665, 10738, 363, 39665, 222, 
26, 10, 1317, 190, 85, 0.874779, 5503, 1493, 888, 36526, 34975, 49282, 30367, 20294, 0.588924, 19471, 838, 23827, 195, 
27, 10, 1062, 128, 85, 0.86692, 4105, 735, 418, 30641, 29510, 45774, 25344, 17159, 0.626304, 16345, 817, 19960, 102, 
28, 10, 1158, 82, 85, 0.883494, 4124, 692, 369, 33349, 31965, 50984, 27050, 18352, 0.640404, 17579, 855, 21642, 235, 
29, 10, 1422, 135, 85, 0.882367, 4953, 795, 633, 47998, 46444, 86004, 39056, 27584, 0.680052, 26251, 1146, 30320, 432, 
30, 10, 1243, 85, 0, 0.900387, 4096, 521, 285, 66896, 65541, 121609, 56321, 39396, 0.676928, 37498, 1764, 42181, 514, 
31, 10, 1235, 69, 0, 0.899452, 4120, 791, 234, 60152, 58689, 111533, 51528, 35318, 0.684503, 33478, 1580, 37902, 533, 
32, 10, 1359, 101, 0, 0.898585, 4439, 1180, 404, 54012, 52555, 94685, 47279, 31182, 0.672065, 29450, 1550, 34344, 469, 
33, 10, 1370, 100, 0, 0.897747, 4564, 876, 409, 45164, 43632, 78454, 38876, 25587, 0.675226, 24170, 1237, 29004, 382, 
34, 10, 1295, 72, 0, 0.898279, 4421, 868, 316, 42466, 40994, 73062, 35577, 23982, 0.673243, 22646, 1071, 27341, 281, 
35, 10, 1191, 89, 0, 0.899908, 4126, 1109, 367, 35449, 34140, 56728, 28017, 19916, 0.650737, 18902, 737, 22976, 134, 
36, 10, 1322, 113, 0, 0.895626, 4632, 881, 507, 35887, 34308, 55849, 28314, 20122, 0.641581, 19188, 712, 23160, 188, 
37, 10, 1290, 87, 0, 0.898201, 3890, 1002, 366, 24956, 23630, 32413, 22901, 13670, 0.581561, 12878, 654, 16695, 112, 
38, 10, 1074, 47, 391, 0.879393, 4009, 1070, 177, 40564, 39308, 58371, 33412, 23411, 0.599962, 22567, 758, 26578, 211, 
39, 10, 1226, 211, 0, 0.874069, 6156, 1452, 1183, 49792, 48359, 67467, 44268, 29413, 0.564813, 28305, 1019, 32217, 380, 
40, 10, 1175, 130, 0, 0.878898, 4408, 5618, 570, 87094, 85650, 121684, 75903, 52303, 0.570456, 50476, 1870, 55969, 645, 
41, 10, 1202, 97, 0, 0.872998, 4025, 11089, 387, 90274, 89078, 145311, 85085, 53550, 0.631784, 51202, 2417, 57532, 914, 
42, 5, 630, 133, 0, 0.865701, 2648, 10364, 615, 82358, 81615, 147714, 75215, 49788, 0.663196, 47558, 2250, 51226, 719, 
