Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 10, 777, 0, 180, 0.883788, 2176, 0, 0, 1986, 1083, 0, 1143, 0, -nan, 0, 0, 1981, 4, 
1, 10, 670, 0, 60, 0.892192, 2123, 565, 0, 5262, 4405, 3874, 3780, 1986, 0.487352, 1918, 68, 4165, 13, 
2, 10, 927, 0, 30, 0.882535, 3568, 535, 0, 9812, 8721, 8238, 7303, 4179, 0.492717, 4031, 148, 7374, 18, 
3, 10, 1028, 0, 0, 0.874168, 3581, 2034, 0, 15310, 14124, 15516, 10645, 7149, 0.539606, 6834, 320, 10804, 27, 
4, 10, 1049, 0, 80, 0.867313, 3226, 2273, 0, 18542, 17330, 19412, 11104, 8956, 0.539371, 8694, 345, 12559, 42, 
5, 10, 1037, 0, 35, 0.865975, 3503, 1132, 0, 21218, 19990, 24556, 12156, 10654, 0.566523, 10321, 415, 14087, 24, 
6, 10, 1123, 0, 35, 0.864042, 3725, 1455, 0, 23030, 21760, 27398, 14123, 11584, 0.578288, 11183, 409, 15250, 106, 
7, 10, 1195, 0, 35, 0.866074, 4148, 1817, 0, 21720, 20357, 25422, 14906, 10469, 0.588919, 10014, 461, 14706, 82, 
8, 10, 953, 0, 105, 0.865162, 2714, 1770, 0, 22383, 21305, 31296, 15881, 11649, 0.628184, 11220, 446, 14472, 138, 
9, 10, 851, 0, 40, 0.883196, 2771, 787, 0, 21072, 20102, 30095, 14250, 11182, 0.629133, 10815, 379, 13463, 137, 
10, 10, 886, 0, 165, 0.88325, 3083, 1097, 0, 16132, 15165, 19785, 10599, 8341, 0.57946, 8071, 263, 10743, 26, 
11, 10, 694, 0, 45, 0.877256, 2478, 3710, 0, 19729, 18923, 23535, 11840, 10776, 0.542479, 10562, 202, 12883, 19, 
12, 10, 552, 0, 140, 0.881488, 1701, 976, 0, 12601, 11917, 13940, 7659, 6756, 0.516115, 6636, 107, 8360, 70, 
13, 10, 487, 0, 50, 0.888316, 1559, 934, 0, 11956, 11350, 13680, 7431, 6429, 0.531687, 6212, 190, 8005, 0, 
