Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 10, 821, 0, 125, 0.864631, 4147, 0, 0, 1219, 609, 0, 719, 0, -nan, 0, 0, 1218, 0, 
1, 10, 692, 0, 0, 0.855223, 4881, 3271, 0, 3713, 2904, 2259, 3699, 1219, 0.460381, 1154, 65, 3097, 7, 
2, 10, 434, 0, 115, 0.850603, 4089, 7925, 0, 6199, 5670, 6853, 6111, 3089, 0.549249, 2937, 168, 4447, 66, 
3, 10, 522, 0, 0, 0.847732, 2636, 4576, 0, 8025, 7564, 12873, 8469, 4495, 0.65082, 4235, 279, 5391, 68, 
4, 10, 676, 0, 160, 0.864436, 4015, 1125, 0, 10185, 9454, 14622, 10107, 5439, 0.628026, 5155, 305, 7044, 90, 
5, 10, 633, 0, 0, 0.868159, 3659, 2048, 0, 12609, 12026, 19499, 12461, 7116, 0.635058, 6729, 406, 8534, 80, 
6, 10, 583, 0, 0, 0.870081, 2864, 2845, 0, 14557, 14111, 24434, 14450, 8594, 0.648277, 8161, 454, 9476, 192, 
7, 10, 521, 0, 0, 0.883568, 2521, 1832, 0, 16223, 15767, 27776, 17197, 9599, 0.654414, 8944, 725, 10547, 180, 
8, 10, 562, 0, 50, 0.878351, 2713, 757, 0, 15155, 14705, 30569, 16479, 8866, 0.710347, 8154, 836, 9696, 200, 
9, 10, 552, 0, 50, 0.870021, 2817, 1397, 0, 16839, 16265, 32694, 18432, 9770, 0.701534, 9014, 882, 10845, 287, 
10, 10, 656, 0, 220, 0.872117, 3134, 1808, 0, 18810, 18258, 37534, 21475, 11005, 0.707111, 10085, 1047, 12161, 285, 
11, 10, 491, 0, 0, 0.869086, 2525, 1960, 0, 12112, 11644, 19817, 13566, 7056, 0.644319, 6555, 547, 7967, 181, 
12, 10, 618, 0, 0, 0.869688, 3027, 1124, 0, 13960, 13433, 22650, 16785, 8078, 0.643639, 7399, 776, 9180, 221, 
13, 10, 556, 0, 0, 0.870236, 2859, 2067, 0, 11047, 10529, 17539, 15013, 6335, 0.639072, 5794, 569, 7346, 227, 
14, 10, 453, 0, 0, 0.869919, 2305, 1039, 0, 12781, 12331, 22338, 16760, 7545, 0.662431, 6918, 661, 8408, 195, 
15, 10, 504, 0, 0, 0.871192, 2525, 1180, 0, 14521, 14000, 25232, 17702, 8569, 0.660566, 7930, 673, 9560, 210, 
16, 10, 416, 0, 0, 0.880928, 1806, 887, 0, 15931, 15561, 29182, 20272, 9736, 0.666518, 8982, 788, 10316, 218, 
17, 10, 542, 0, 0, 0.875557, 2605, 938, 0, 13433, 12952, 24210, 17260, 7991, 0.670134, 7340, 637, 8827, 208, 
18, 10, 637, 0, 0, 0.860951, 3333, 1509, 0, 10935, 10379, 19939, 13254, 6319, 0.683385, 5782, 551, 7396, 77, 
19, 10, 544, 0, 120, 0.863674, 2366, 1899, 0, 12382, 11957, 22706, 15298, 7455, 0.671861, 6892, 576, 8232, 108, 
20, 10, 617, 0, 0, 0.869577, 2889, 855, 0, 13990, 13433, 26150, 18513, 8327, 0.681726, 7617, 723, 9354, 149, 
21, 10, 488, 0, 0, 0.868031, 2297, 1591, 0, 9177, 8744, 14582, 12590, 5410, 0.629376, 4985, 431, 6224, 136, 
22, 10, 609, 0, 0, 0.863373, 3262, 1113, 0, 11233, 10603, 16814, 14231, 6354, 0.622437, 5873, 487, 7729, 176, 
23, 10, 505, 0, 0, 0.863962, 3070, 2710, 0, 13169, 12692, 21543, 17203, 7899, 0.633593, 7269, 636, 8778, 148, 
24, 10, 530, 0, 0, 0.866397, 2951, 823, 0, 15097, 14510, 23434, 18416, 8920, 0.6196, 8309, 617, 10124, 186, 
25, 10, 463, 0, 0, 0.864156, 2311, 1708, 0, 16987, 16513, 27945, 21601, 10304, 0.631474, 9568, 742, 11177, 229, 
26, 10, 660, 0, 0, 0.861599, 3789, 1376, 0, 19073, 18450, 30688, 23594, 11400, 0.628701, 10582, 824, 12646, 224, 
27, 10, 741, 0, 0, 0.859446, 4448, 3333, 0, 32006, 31353, 57715, 38641, 19640, 0.659837, 18293, 1330, 20793, 384, 
28, 10, 710, 0, 0, 0.858972, 4236, 1962, 0, 34386, 33724, 62781, 41517, 21225, 0.661963, 19782, 1436, 22259, 391, 
29, 10, 590, 0, 0, 0.857096, 3089, 2405, 0, 36246, 35711, 65906, 41783, 22667, 0.656165, 21252, 1398, 23349, 391, 
30, 10, 516, 0, 0, 0.862312, 2426, 2030, 0, 41701, 41244, 75688, 49151, 26217, 0.653677, 24585, 1654, 26809, 464, 
31, 10, 542, 0, 0, 0.868709, 2930, 1637, 0, 56366, 55824, 114426, 66132, 35280, 0.69181, 32857, 2542, 35724, 820, 
32, 10, 335, 0, 0, 0.876679, 1828, 1800, 0, 56795, 56489, 114597, 66538, 35998, 0.686076, 33539, 2549, 35922, 640, 
33, 10, 517, 0, 0, 0.872982, 2978, 1432, 0, 58073, 57582, 117015, 67612, 36440, 0.688723, 33907, 2654, 37038, 640, 
34, 10, 479, 0, 0, 0.877398, 2474, 2046, 0, 62435, 61977, 109868, 72312, 39345, 0.641924, 36822, 2594, 39801, 787, 
35, 10, 509, 0, 0, 0.87116, 2622, 1921, 0, 24766, 35027, 93818, 35465, 30846, 0.671341, 28846, 2044, 7619, 29, 
36, 10, 592, 0, 0, 0.874313, 3174, 2164, 0, 12944, 12401, 15738, 11971, 7673, 0.512856, 7305, 358, 8779, 23, 
37, 10, 700, 0, 0, 0.870972, 4193, 3391, 0, 10979, 10370, 12261, 8743, 6213, 0.494385, 5960, 261, 7564, 30, 
38, 10, 556, 0, 0, 0.869114, 3538, 4153, 0, 12827, 12306, 16390, 10420, 7577, 0.538326, 7244, 350, 8646, 31, 
39, 10, 697, 0, 0, 0.878131, 4394, 923, 0, 18640, 18041, 23431, 15693, 11281, 0.518811, 10867, 383, 12535, 45, 
40, 10, 666, 0, 0, 0.875302, 3539, 2838, 0, 20502, 19971, 26066, 17411, 12611, 0.516431, 12146, 434, 13666, 45, 
41, 10, 780, 0, 84, 0.876088, 4171, 2374, 0, 22369, 21762, 28041, 19071, 13742, 0.510159, 13254, 457, 14928, 50, 
42, 10, 600, 0, 0, 0.877778, 3162, 2141, 0, 55964, 45049, 43668, 29214, 20504, 0.530672, 19729, 795, 44717, 127, 
