Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 10, 936, 0, 210, 0.877454, 3010, 0, 0, 2825, 1692, 0, 1980, 0, -nan, 0, 0, 2814, 10, 
1, 10, 825, 0, 70, 0.889192, 2965, 588, 0, 7289, 6322, 6033, 4979, 2825, 0.531742, 2741, 84, 5586, 10, 
2, 10, 1055, 0, 80, 0.874605, 3960, 891, 0, 12856, 11601, 13670, 8879, 5568, 0.592685, 5399, 198, 9299, 60, 
3, 10, 1325, 0, 45, 0.859926, 4985, 1699, 0, 18955, 17375, 21026, 12362, 8789, 0.58251, 8534, 285, 13121, 85, 
4, 10, 1064, 0, 45, 0.875544, 3312, 1347, 0, 25377, 24090, 32218, 16915, 13173, 0.591434, 12772, 425, 16697, 129, 
5, 10, 1255, 0, 45, 0.878652, 4250, 1141, 0, 28618, 27179, 44150, 20699, 14555, 0.671066, 13783, 843, 18726, 155, 
6, 10, 1211, 0, 45, 0.869114, 3864, 1576, 0, 24420, 22973, 36512, 17313, 12413, 0.660495, 11942, 462, 16192, 108, 
7, 10, 1200, 0, 45, 0.876629, 3747, 1216, 0, 18490, 17112, 26281, 14467, 8942, 0.660129, 8531, 394, 12596, 104, 
8, 10, 1155, 0, 45, 0.884087, 3739, 1668, 0, 19324, 17905, 27090, 16010, 9380, 0.654066, 8932, 455, 13096, 164, 
9, 10, 1036, 0, 180, 0.880514, 3267, 1349, 0, 25317, 24088, 39343, 20510, 13239, 0.663703, 12584, 663, 16660, 151, 
10, 10, 1072, 0, 0, 0.880321, 3813, 1151, 0, 24968, 23709, 40189, 18200, 12884, 0.679773, 12330, 537, 16540, 152, 
11, 10, 1247, 0, 90, 0.866479, 5076, 1502, 0, 25811, 24282, 45758, 20169, 12584, 0.72527, 11861, 845, 17167, 250, 
12, 10, 1191, 0, 156, 0.877157, 3613, 2089, 0, 22544, 21144, 34778, 16320, 11098, 0.681202, 10558, 628, 15019, 64, 
13, 10, 1286, 0, 66, 0.886052, 4268, 1694, 0, 22576, 21147, 28761, 12816, 11002, 0.617986, 10696, 347, 15152, 11, 
14, 10, 1210, 0, 66, 0.878564, 3823, 1705, 0, 28958, 27607, 37696, 15092, 15127, 0.599083, 14806, 354, 18845, 11, 
