Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 3, 435, 0, 180, 0.871599, 1056, 0, 0, 1124, 634, 0, 775, 0, -nan, 0, 0, 1123, 0, 
1, 1, 75, 190, 0, 0.870567, 878, 423, 507, 1616, 1586, 2140, 1637, 1124, 0.474766, 1096, 28, 981, 0, 
2, 1, 86, 141, 0, 0.870422, 842, 630, 480, 1651, 1550, 1676, 2055, 982, 0.414081, 946, 36, 1188, 0, 
3, 1, 54, 108, 0, 0.875838, 710, 613, 441, 1934, 1854, 2212, 1637, 1189, 0.462477, 1182, 7, 1365, 0, 
4, 1, 88, 78, 0, 0.87869, 663, 753, 358, 2319, 2186, 2627, 2257, 1366, 0.480015, 1332, 34, 1643, 10, 
5, 1, 61, 58, 0, 0.887512, 485, 763, 275, 2702, 2608, 3375, 2599, 1654, 0.509926, 1607, 47, 1850, 32, 
6, 1, 72, 37, 0, 0.889317, 378, 498, 149, 3056, 2989, 3841, 3520, 1883, 0.509763, 1799, 84, 2078, 22, 
7, 1, 65, 41, 30, 0.889337, 403, 397, 195, 3437, 3355, 4489, 3206, 2100, 0.53219, 2000, 101, 2323, 7, 
8, 1, 77, 44, 0, 0.892725, 479, 376, 200, 3780, 3673, 5001, 3033, 2331, 0.533893, 2283, 48, 2519, 6, 
9, 1, 74, 54, 0, 0.898639, 527, 382, 271, 4000, 3948, 5492, 3460, 2526, 0.540058, 2458, 68, 2657, 0, 
10, 1, 82, 50, 0, 0.89793, 545, 395, 264, 4342, 4230, 5774, 3616, 2658, 0.539661, 2607, 51, 2886, 33, 
11, 1, 90, 62, 0, 0.892601, 608, 427, 307, 4640, 4560, 6435, 4066, 2920, 0.546232, 2836, 84, 3067, 0, 
12, 1, 87, 73, 0, 0.886717, 662, 545, 345, 5045, 4905, 6664, 4342, 3068, 0.539616, 2998, 70, 3356, 48, 
13, 1, 80, 76, 0, 0.88926, 646, 632, 345, 5432, 5349, 8083, 5411, 3405, 0.578746, 3253, 152, 3557, 37, 
14, 1, 97, 65, 30, 0.887028, 655, 705, 309, 5798, 5715, 8128, 5608, 3594, 0.557825, 3450, 145, 3816, 37, 
15, 1, 96, 74, 0, 0.890937, 770, 690, 381, 6177, 6092, 8579, 5906, 3853, 0.55088, 3711, 143, 4019, 37, 
16, 1, 56, 52, 40, 0.893685, 502, 643, 288, 6501, 6419, 9091, 5520, 4057, 0.553734, 3915, 142, 4229, 35, 
17, 1, 86, 43, 0, 0.898845, 544, 698, 263, 6878, 6764, 9538, 6250, 4248, 0.554624, 4080, 185, 4487, 28, 
