Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 10, 936, 0, 210, 0.877454, 3010, 0, 0, 2825, 1692, 0, 1980, 0, -nan, 0, 0, 2814, 10, 
1, 10, 825, 48, 70, 0.891847, 3189, 364, 224, 7083, 6128, 6033, 5086, 2825, 0.531742, 2741, 84, 5366, 25, 
2, 10, 1055, 64, 80, 0.876288, 4319, 555, 359, 12366, 11073, 12854, 8579, 5368, 0.582387, 5175, 217, 9000, 64, 
3, 10, 1325, 165, 45, 0.863719, 5832, 943, 847, 17561, 16021, 20032, 13954, 8491, 0.576678, 8124, 400, 12049, 87, 
4, 10, 1064, 92, 45, 0.87654, 3738, 947, 426, 22541, 21250, 30813, 17932, 12075, 0.608425, 11589, 538, 14917, 132, 
5, 10, 1255, 69, 45, 0.879169, 4556, 855, 306, 25054, 23632, 38529, 20515, 12824, 0.667875, 12033, 897, 16902, 124, 
6, 10, 1211, 85, 45, 0.86939, 4221, 1267, 357, 21196, 19773, 31580, 17196, 11057, 0.650283, 10624, 435, 14284, 113, 
7, 10, 1200, 58, 45, 0.874705, 4089, 924, 342, 16325, 14999, 21755, 14884, 8130, 0.626567, 7719, 339, 11294, 69, 
8, 10, 1155, 103, 45, 0.882252, 4184, 1249, 445, 16956, 15595, 20779, 14517, 8356, 0.598366, 8035, 329, 11777, 80, 
9, 10, 1036, 87, 180, 0.881562, 3678, 969, 411, 22029, 20742, 32534, 18965, 11848, 0.636084, 11410, 447, 14683, 116, 
10, 10, 1072, 108, 0, 0.876569, 4219, 768, 406, 21713, 20452, 33200, 20524, 11374, 0.657822, 10812, 549, 14758, 152, 
11, 10, 1247, 125, 90, 0.865899, 5811, 821, 735, 22297, 20800, 43563, 20361, 11390, 0.738809, 10850, 564, 15053, 178, 
12, 10, 1191, 88, 156, 0.87723, 4124, 1614, 511, 19106, 17710, 25880, 14592, 9750, 0.623741, 9469, 257, 12973, 76, 
13, 10, 1286, 52, 66, 0.884383, 4440, 1539, 172, 19241, 17835, 23062, 12881, 9423, 0.591866, 9172, 343, 13364, 7, 
14, 10, 1210, 76, 66, 0.88006, 4169, 1365, 346, 25030, 23691, 31121, 15955, 13248, 0.574662, 12956, 379, 16730, 7, 
15, 10, 1063, 156, 66, 0.876502, 4119, 1032, 583, 29634, 28515, 38054, 18615, 16543, 0.56555, 16244, 361, 19331, 24, 
16, 10, 1078, 88, 0, 0.87554, 4473, 859, 360, 27526, 26342, 37179, 17458, 14832, 0.601697, 14393, 434, 18243, 27, 
17, 10, 929, 163, 0, 0.873621, 4499, 1596, 940, 20731, 19674, 26234, 13743, 11060, 0.579212, 10680, 419, 13631, 55, 
18, 10, 1048, 55, 66, 0.885095, 3556, 1305, 321, 25276, 24024, 35765, 19273, 13587, 0.620549, 12961, 725, 16627, 77, 
19, 10, 924, 34, 0, 0.871796, 3881, 1239, 176, 19368, 18253, 28677, 16639, 9930, 0.654428, 9270, 743, 13036, 67, 
20, 10, 1075, 83, 66, 0.879012, 4039, 1671, 461, 17103, 15909, 20505, 12324, 8699, 0.577041, 8347, 288, 11635, 59, 
21, 10, 1108, 78, 66, 0.873222, 4744, 586, 457, 16745, 15433, 19409, 13392, 8046, 0.586026, 7693, 342, 11625, 96, 
22, 10, 1241, 127, 204, 0.869021, 5311, 1330, 724, 18373, 16834, 22103, 14059, 8958, 0.595612, 8617, 352, 12512, 138, 
23, 10, 1280, 130, 72, 0.865919, 5492, 1062, 689, 21033, 19549, 30822, 18023, 10595, 0.656931, 10044, 496, 14320, 122, 
24, 10, 1259, 121, 288, 0.877665, 4666, 982, 610, 18526, 17049, 28896, 17150, 9154, 0.683636, 8623, 480, 12701, 123, 
25, 10, 1082, 87, 84, 0.883929, 3807, 622, 357, 30617, 29297, 51036, 27432, 16741, 0.672503, 15861, 800, 19871, 281, 
26, 10, 1113, 127, 0, 0.875426, 4723, 577, 614, 23823, 22582, 45443, 20855, 12718, 0.720864, 11987, 636, 15625, 117, 
27, 10, 1372, 93, 84, 0.883843, 4674, 1271, 300, 26158, 24466, 42983, 22486, 13499, 0.686369, 12944, 533, 17599, 163, 
28, 10, 1231, 127, 84, 0.878048, 4952, 639, 491, 32214, 30801, 51955, 26235, 17605, 0.661442, 17022, 586, 21132, 244, 
29, 10, 1270, 144, 0, 0.881602, 4812, 1281, 704, 37894, 36431, 63764, 33024, 21354, 0.665345, 20527, 819, 24416, 310, 
30, 10, 1199, 90, 0, 0.88311, 4087, 782, 324, 34337, 32998, 57573, 30286, 19272, 0.665956, 18370, 902, 22274, 222, 
31, 10, 1191, 90, 378, 0.882234, 4247, 891, 407, 21919, 23187, 47017, 21030, 15635, 0.668145, 14874, 797, 12272, 142, 
32, 10, 1237, 77, 189, 0.883507, 4152, 778, 341, 18401, 17015, 24691, 15659, 9009, 0.635588, 8586, 414, 12740, 176, 
33, 10, 1206, 57, 189, 0.878883, 4207, 1077, 283, 19837, 18486, 25531, 15629, 9807, 0.616239, 9395, 411, 13516, 147, 
34, 10, 1368, 76, 189, 0.87454, 4553, 933, 358, 23424, 19301, 19995, 12941, 7838, 0.608589, 7518, 306, 18361, 56, 
35, 10, 1331, 82, 378, 0.875187, 4380, 1008, 325, 18018, 16494, 22069, 13579, 8701, 0.606379, 8383, 306, 12375, 111, 
36, 10, 1338, 88, 189, 0.878508, 4753, 784, 407, 18894, 17411, 23670, 16077, 9629, 0.593713, 9202, 398, 12811, 122, 
37, 10, 1558, 48, 189, 0.883175, 4736, 1217, 287, 19981, 18251, 22241, 17343, 9858, 0.557282, 9434, 437, 13966, 99, 
38, 10, 1418, 98, 189, 0.891498, 4397, 591, 402, 16577, 15027, 18277, 14266, 8121, 0.555938, 7782, 317, 11754, 60, 
39, 10, 1359, 30, 546, 0.880381, 4148, 620, 137, 18635, 17106, 20980, 14690, 9290, 0.557556, 8964, 316, 13113, 39, 
40, 10, 1333, 91, 371, 0.886587, 4584, 673, 495, 20209, 18735, 23406, 15193, 10410, 0.556077, 10093, 295, 13899, 58, 
41, 10, 1326, 67, 203, 0.882155, 4049, 629, 280, 20066, 18591, 24219, 15925, 10155, 0.581168, 9798, 322, 13923, 100, 
42, 10, 1196, 66, 392, 0.882969, 4060, 592, 263, 20794, 19510, 26938, 15006, 10832, 0.598622, 10520, 294, 14185, 40, 
