Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 3, 435, 0, 180, 0.871599, 1056, 0, 0, 1124, 634, 0, 775, 0, -nan, 0, 0, 1123, 0, 
1, 1, 75, 0, 0, 0.866813, 371, 904, 0, 2223, 2097, 2140, 1674, 1124, 0.474766, 1096, 28, 1583, 5, 
2, 1, 86, 0, 0, 0.871594, 362, 1012, 0, 2734, 2601, 3249, 2654, 1588, 0.511234, 1525, 64, 1746, 14, 
3, 1, 54, 0, 0, 0.878418, 269, 888, 0, 2965, 2894, 3842, 2842, 1761, 0.541645, 1678, 83, 1933, 19, 
4, 1, 88, 0, 0, 0.879014, 305, 1161, 0, 3325, 3219, 4211, 3115, 1953, 0.536215, 1864, 89, 2191, 0, 
5, 1, 61, 0, 0, 0.880729, 210, 963, 0, 3782, 3697, 4675, 2615, 2192, 0.531123, 2142, 50, 2515, 0, 
6, 1, 72, 0, 0, 0.882836, 229, 578, 0, 4240, 4158, 5568, 2762, 2514, 0.548491, 2461, 55, 2734, 0, 
7, 1, 65, 0, 30, 0.883765, 208, 624, 0, 4578, 4494, 6177, 2694, 2735, 0.557228, 2705, 30, 2930, 5, 
8, 1, 77, 0, 0, 0.886554, 279, 538, 0, 4969, 4892, 6897, 3314, 2935, 0.574453, 2877, 59, 3187, 22, 
9, 1, 74, 0, 0, 0.885491, 256, 634, 0, 5394, 5317, 7262, 3872, 3210, 0.557973, 3125, 85, 3418, 19, 
10, 1, 82, 0, 0, 0.891506, 281, 667, 0, 5856, 5757, 7825, 3950, 3437, 0.560767, 3349, 89, 3748, 0, 
11, 1, 90, 0, 0, 0.887689, 301, 712, 0, 6369, 6252, 8648, 4103, 3749, 0.566489, 3683, 66, 4026, 23, 
12, 1, 87, 0, 0, 0.883143, 317, 892, 0, 6812, 6699, 9844, 4520, 4050, 0.588582, 3971, 79, 4285, 23, 
13, 1, 80, 0, 0, 0.888789, 301, 938, 0, 7198, 7121, 10370, 4786, 4309, 0.584474, 4220, 89, 4548, 0, 
14, 1, 97, 0, 30, 0.888904, 346, 983, 0, 7667, 7543, 10510, 4983, 4549, 0.567174, 4465, 84, 4854, 0, 
15, 1, 96, 0, 0, 0.892565, 389, 909, 0, 8195, 8080, 10976, 4971, 4855, 0.557671, 4771, 84, 5200, 0, 
16, 1, 56, 0, 40, 0.896209, 214, 866, 0, 8600, 8528, 11723, 5099, 5201, 0.556342, 5123, 78, 5374, 0, 
17, 1, 86, 0, 0, 0.895665, 281, 936, 0, 8966, 8878, 12168, 5430, 5375, 0.558268, 5282, 93, 5635, 3, 
18, 1, 105, 0, 0, 0.89597, 355, 938, 0, 9508, 9370, 13774, 5939, 5614, 0.592421, 5479, 160, 6001, 4, 
19, 1, 101, 0, 0, 0.899264, 348, 1059, 0, 9275, 9142, 13210, 7086, 5415, 0.590734, 5164, 284, 5815, 0, 
20, 1, 87, 0, 0, 0.892901, 326, 1133, 0, 9861, 9754, 14387, 7440, 5783, 0.598626, 5544, 271, 6147, 20, 
21, 1, 96, 0, 0, 0.891096, 311, 1243, 0, 10492, 10399, 15453, 8662, 6135, 0.603528, 5812, 355, 6504, 51, 
22, 1, 67, 0, 35, 0.89429, 254, 1068, 0, 11078, 11005, 16077, 8837, 6523, 0.594794, 6210, 345, 6785, 61, 
23, 1, 73, 0, 0, 0.885037, 222, 990, 0, 11553, 11457, 16906, 8595, 6814, 0.597448, 6524, 322, 7090, 11, 
24, 1, 108, 0, 0, 0.881464, 443, 840, 0, 12173, 12049, 17552, 9319, 7069, 0.597735, 6765, 336, 7500, 65, 
25, 1, 130, 0, 0, 0.8678, 491, 775, 0, 12855, 12718, 19523, 10045, 7456, 0.618502, 7030, 535, 7829, 79, 
26, 1, 147, 0, 0, 0.865314, 618, 1040, 0, 13687, 13540, 19514, 10081, 7832, 0.599079, 7428, 480, 8523, 11, 
27, 1, 141, 0, 45, 0.860437, 592, 1340, 0, 14609, 14453, 25854, 9403, 8460, 0.673043, 8127, 407, 8967, 11, 
28, 1, 142, 0, 0, 0.859839, 537, 1666, 0, 15290, 15119, 26601, 9877, 8904, 0.66554, 8560, 418, 9361, 11, 
29, 1, 115, 0, 0, 0.868728, 468, 1630, 0, 11942, 11801, 19574, 6754, 6886, 0.648781, 6666, 265, 7322, 11, 
30, 1, 127, 0, 0, 0.865653, 489, 1707, 0, 12579, 12416, 20571, 7062, 7286, 0.646328, 7064, 269, 7700, 11, 
31, 1, 143, 0, 0, 0.870014, 550, 1751, 0, 13203, 13028, 21633, 7331, 7664, 0.646217, 7451, 260, 8111, 11, 
32, 1, 120, 0, 0, 0.868052, 509, 1807, 0, 13829, 13668, 22426, 7624, 8075, 0.640408, 7857, 265, 8503, 11, 
33, 1, 144, 0, 0, 0.865869, 547, 1871, 0, 14602, 14441, 23733, 8443, 8467, 0.64369, 8231, 283, 9047, 11, 
34, 1, 144, 0, 0, 0.867825, 516, 2102, 0, 19410, 19257, 33183, 12161, 11425, 0.655915, 11067, 432, 11936, 18, 
35, 1, 123, 0, 45, 0.870682, 478, 1925, 0, 20232, 20086, 34809, 13489, 11879, 0.658943, 11458, 496, 12457, 18, 
36, 1, 121, 0, 0, 0.87177, 423, 1359, 0, 21051, 20901, 36261, 13699, 12400, 0.658233, 11982, 493, 12898, 22, 
37, 1, 146, 0, 0, 0.875336, 468, 1446, 0, 21761, 21587, 38255, 15317, 12845, 0.664411, 12365, 555, 13318, 18, 
38, 1, 89, 0, 0, 0.867818, 337, 1353, 0, 20316, 20190, 36541, 13711, 12097, 0.669309, 11631, 431, 12353, 18, 
39, 1, 137, 0, 0, 0.874317, 382, 1392, 0, 21015, 20879, 37384, 13819, 12404, 0.668537, 11948, 423, 12870, 18, 
40, 1, 105, 0, 0, 0.878543, 329, 1455, 0, 23697, 23602, 41889, 15636, 14087, 0.663875, 13640, 522, 14451, 18, 
41, 1, 110, 0, 0, 0.879547, 328, 1200, 0, 20521, 20365, 44379, 12577, 11990, 0.730344, 11434, 567, 12379, 18, 
42, 1, 139, 0, 0, 0.876829, 397, 1150, 0, 21218, 21024, 45587, 13217, 12386, 0.728805, 11826, 571, 12822, 34, 
43, 1, 113, 0, 0, 0.87921, 334, 1315, 0, 21852, 21722, 49172, 15068, 12845, 0.739225, 12181, 675, 13168, 59, 
44, 1, 101, 0, 0, 0.87965, 317, 977, 0, 22422, 22290, 51115, 16077, 13216, 0.741875, 12501, 726, 13518, 40, 
45, 1, 96, 0, 45, 0.881548, 289, 990, 0, 23000, 22870, 53341, 15986, 13547, 0.746434, 12843, 715, 13896, 43, 
46, 1, 72, 0, 0, 0.885779, 268, 882, 0, 23519, 23436, 54156, 16101, 13928, 0.74322, 13221, 718, 14161, 48, 
47, 1, 102, 0, 0, 0.886198, 331, 914, 0, 23980, 23859, 56068, 17301, 14198, 0.747155, 13431, 778, 14436, 49, 
48, 1, 111, 0, 0, 0.883008, 363, 1118, 0, 24534, 24359, 57062, 17578, 14474, 0.746723, 13705, 780, 14832, 54, 
49, 1, 140, 0, 0, 0.874245, 461, 1024, 0, 25195, 25068, 58719, 18366, 14875, 0.747041, 14089, 797, 15255, 68, 
50, 1, 116, 0, 0, 0.873898, 426, 1109, 0, 25947, 25813, 59046, 18120, 15312, 0.74105, 14543, 780, 15709, 58, 
51, 1, 112, 0, 0, 0.873372, 435, 1342, 0, 15837, 15705, 32385, 11259, 9436, 0.70908, 9073, 367, 9710, 32, 
52, 1, 131, 0, 0, 0.872205, 482, 1386, 0, 16486, 16337, 29791, 11810, 9758, 0.672913, 9389, 353, 10149, 73, 
53, 1, 110, 0, 45, 0.873756, 417, 1454, 0, 17252, 17135, 32901, 13594, 10236, 0.689281, 9766, 456, 10586, 72, 
54, 1, 150, 0, 0, 0.875503, 460, 1740, 0, 18058, 17910, 36573, 12633, 10674, 0.70848, 10271, 387, 11101, 45, 
55, 1, 126, 0, 0, 0.875523, 394, 1448, 0, 18807, 18642, 35899, 13386, 11159, 0.689519, 10723, 423, 11498, 58, 
56, 1, 136, 0, 0, 0.880182, 431, 1428, 0, 19606, 19468, 37645, 14288, 11569, 0.693024, 11062, 494, 12063, 48, 
57, 1, 123, 0, 0, 0.877517, 381, 1547, 0, 20241, 20078, 40084, 13464, 12127, 0.697777, 11724, 387, 12272, 58, 
58, 1, 144, 0, 0, 0.879497, 450, 1491, 0, 20786, 20583, 39081, 15286, 12343, 0.684508, 11848, 482, 12742, 78, 
59, 1, 120, 0, 0, 0.879586, 366, 1458, 0, 21452, 21305, 40663, 15964, 12833, 0.684732, 12305, 515, 13121, 79, 
60, 1, 111, 0, 0, 0.874854, 347, 1193, 0, 16057, 15969, 31255, 11524, 9541, 0.695195, 9181, 385, 9878, 53, 
61, 1, 111, 0, 0, 0.87459, 335, 1266, 0, 16660, 16531, 30821, 11623, 9903, 0.679162, 9551, 371, 10224, 36, 
62, 1, 122, 0, 0, 0.874932, 412, 1204, 0, 17173, 17019, 30750, 10772, 10236, 0.667554, 9968, 292, 10528, 36, 
63, 1, 131, 0, 45, 0.866434, 416, 1122, 0, 17915, 17743, 31671, 11137, 10540, 0.667623, 10268, 296, 11071, 86, 
64, 1, 115, 0, 0, 0.864957, 362, 1144, 0, 18785, 18648, 34464, 12577, 11133, 0.677342, 10749, 408, 11555, 50, 
65, 1, 124, 0, 0, 0.863728, 389, 1238, 0, 19422, 19263, 34946, 12038, 11581, 0.668982, 11285, 320, 11886, 45, 
66, 1, 121, 0, 0, 0.861795, 378, 1154, 0, 19963, 19827, 35999, 12781, 11907, 0.669608, 11567, 364, 12260, 45, 
67, 1, 112, 0, 0, 0.865298, 409, 1113, 0, 20592, 20473, 36782, 13019, 12281, 0.666477, 11947, 358, 12642, 54, 
68, 1, 109, 0, 0, 0.868127, 382, 1156, 0, 15183, 15035, 25400, 10162, 9016, 0.64557, 8705, 286, 9307, 55, 
69, 1, 174, 0, 0, 0.873633, 495, 1494, 0, 15861, 15675, 26850, 11039, 9393, 0.65061, 9061, 301, 9760, 58, 
70, 1, 75, 0, 0, 0.876962, 281, 1280, 0, 16396, 16325, 27668, 11455, 9849, 0.644466, 9504, 314, 10016, 66, 
71, 1, 162, 0, 0, 0.875853, 466, 1358, 0, 17013, 16854, 28290, 11235, 10113, 0.642953, 9770, 312, 10448, 59, 
72, 1, 104, 0, 45, 0.876288, 374, 1282, 0, 17680, 17555, 28573, 11108, 10538, 0.631629, 10240, 267, 10852, 55, 
73, 1, 103, 0, 0, 0.87455, 314, 1306, 0, 18288, 18169, 30117, 11747, 10938, 0.637226, 10604, 303, 11183, 57, 
74, 1, 95, 0, 0, 0.88233, 307, 1277, 0, 18801, 18694, 31103, 12245, 11271, 0.638019, 10897, 343, 11490, 49, 
75, 1, 107, 0, 0, 0.881822, 306, 1356, 0, 19337, 19180, 31482, 11929, 11570, 0.632885, 11244, 295, 11830, 53, 
76, 1, 177, 0, 0, 0.886188, 468, 1485, 0, 20025, 19836, 32709, 13536, 11914, 0.636136, 11535, 348, 12264, 120, 
77, 1, 94, 0, 0, 0.892723, 354, 1135, 0, 15120, 15018, 23526, 10698, 9014, 0.617272, 8665, 299, 9259, 61, 
78, 1, 169, 0, 0, 0.887446, 463, 1625, 0, 15870, 15683, 25222, 10802, 9361, 0.629106, 9041, 279, 9785, 30, 
79, 1, 81, 0, 0, 0.886351, 301, 1047, 0, 16482, 16358, 26618, 10755, 9856, 0.629961, 9559, 256, 10057, 64, 
80, 1, 139, 0, 0, 0.880437, 397, 1571, 0, 17068, 16897, 27262, 11303, 10162, 0.627479, 9851, 270, 10478, 45, 
81, 1, 94, 0, 45, 0.878427, 343, 1001, 0, 17661, 17561, 28488, 11984, 10564, 0.629398, 10238, 285, 10855, 31, 
