Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 10, 1394, 0, 180, 0.86719, 4489, 0, 0, 4122, 2472, 0, 3082, 0, -nan, 0, 0, 4056, 67, 
1, 10, 1294, 0, 60, 0.898727, 4032, 1064, 0, 10360, 8919, 10050, 7907, 4124, 0.589652, 3970, 154, 7827, 60, 
2, 10, 1072, 0, 30, 0.888478, 3364, 852, 0, 14484, 13245, 17251, 9769, 7033, 0.592903, 6788, 216, 10089, 66, 
3, 10, 1274, 0, 60, 0.897471, 4186, 774, 0, 14589, 13089, 13506, 9216, 6728, 0.503249, 6565, 142, 10445, 55, 
4, 10, 1206, 0, 110, 0.895896, 3712, 1423, 0, 16598, 15183, 16481, 11786, 7919, 0.520206, 7693, 254, 11698, 74, 
5, 10, 1241, 0, 55, 0.890902, 4163, 861, 0, 27181, 25667, 30845, 19036, 14304, 0.536698, 13867, 456, 18301, 89, 
6, 10, 1233, 0, 110, 0.886234, 3827, 1166, 0, 22279, 20891, 29121, 17445, 11153, 0.618909, 10440, 765, 14886, 149, 
7, 10, 1181, 0, 0, 0.888019, 3634, 1261, 0, 18802, 17491, 20139, 12400, 9245, 0.54151, 8949, 275, 12901, 24, 
8, 10, 1081, 0, 110, 0.889633, 3777, 1635, 0, 20639, 19329, 23458, 12971, 10492, 0.553209, 10187, 252, 13886, 24, 
9, 10, 1357, 0, 55, 0.885886, 4374, 1784, 0, 20910, 19322, 22817, 12383, 10269, 0.550158, 10071, 225, 14285, 15, 
10, 10, 1428, 0, 55, 0.880579, 4039, 1702, 0, 20927, 19315, 21572, 12457, 10069, 0.53367, 9894, 162, 14533, 90, 
11, 10, 1312, 0, 55, 0.892352, 3949, 1207, 0, 22470, 20922, 25888, 16959, 11656, 0.550361, 11288, 341, 15014, 124, 
12, 10, 1231, 0, 0, 0.890259, 4744, 1661, 0, 25057, 23697, 29581, 19689, 12951, 0.562673, 12402, 554, 16996, 71, 
