Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 3, 504, 0, 150, 0.844011, 1232, 0, 0, 1335, 747, 0, 1339, 0, -nan, 0, 0, 1287, 47, 
1, 1, 132, 208, 0, 0.853715, 1124, 549, 560, 2115, 2027, 3166, 3516, 1335, 0.578332, 1190, 145, 1321, 48, 
2, 1, 100, 182, 0, 0.856276, 1043, 810, 604, 2266, 2167, 2737, 3762, 1370, 0.499452, 1261, 109, 1549, 24, 
3, 1, 112, 133, 0, 0.867605, 961, 992, 518, 2938, 2746, 3356, 3915, 1574, 0.530989, 1429, 145, 2070, 68, 
4, 1, 111, 110, 0, 0.86097, 847, 1017, 462, 3535, 3427, 5184, 5600, 2139, 0.587384, 1930, 209, 2270, 94, 
5, 1, 146, 91, 0, 0.861325, 845, 1189, 386, 4027, 3898, 5528, 5591, 2364, 0.572359, 2170, 195, 2679, 58, 
6, 1, 136, 95, 0, 0.862021, 786, 1226, 363, 4654, 4490, 6200, 5926, 2734, 0.559032, 2572, 166, 3026, 95, 
7, 1, 136, 74, 0, 0.865993, 673, 1240, 270, 5327, 5143, 8024, 6596, 3120, 0.611167, 2908, 214, 3510, 63, 
8, 1, 129, 12, 0, 0.868063, 452, 1321, 64, 5984, 5847, 10003, 7191, 3574, 0.642707, 3363, 211, 3862, 100, 
9, 1, 110, 87, 0, 0.874348, 689, 851, 329, 6197, 6109, 9888, 8229, 3963, 0.599211, 3701, 262, 3797, 128, 
10, 1, 131, 83, 25, 0.87793, 722, 837, 318, 6612, 6452, 9640, 8774, 3924, 0.592946, 3643, 283, 4338, 124, 
11, 1, 106, 74, 0, 0.876062, 646, 910, 281, 7402, 7265, 12192, 8819, 4463, 0.63394, 4187, 276, 4766, 109, 
12, 1, 113, 12, 0, 0.876931, 406, 949, 55, 8090, 7962, 13893, 9400, 4876, 0.649032, 4569, 307, 5182, 105, 
13, 1, 131, 69, 0, 0.875171, 646, 1250, 261, 8574, 8441, 14391, 9897, 5288, 0.632548, 5013, 275, 5341, 149, 
14, 1, 122, 94, 0, 0.873427, 798, 700, 351, 8955, 8802, 15450, 10718, 5491, 0.644595, 5155, 336, 5666, 132, 
15, 1, 127, 92, 0, 0.873573, 792, 877, 353, 9354, 9233, 16532, 12095, 5799, 0.649226, 5412, 387, 5907, 135, 
16, 1, 119, 104, 0, 0.874622, 948, 743, 462, 9830, 9682, 16733, 11974, 6043, 0.638857, 5676, 367, 6223, 173, 
17, 1, 96, 115, 0, 0.875121, 933, 1019, 550, 10377, 10244, 17817, 12677, 6397, 0.640961, 6013, 384, 6538, 198, 
18, 1, 124, 124, 25, 0.873226, 1049, 1067, 595, 10871, 10756, 18817, 13840, 6737, 0.641973, 6302, 435, 6840, 184, 
19, 1, 156, 121, 0, 0.870818, 1120, 1313, 582, 11436, 11243, 19406, 14044, 7025, 0.637999, 6595, 430, 7225, 191, 
20, 1, 123, 116, 0, 0.86577, 1013, 1267, 552, 11927, 11786, 20070, 14518, 7417, 0.630443, 7005, 412, 7496, 213, 
21, 1, 149, 121, 0, 0.865024, 1106, 1397, 558, 12637, 12447, 20999, 15606, 7709, 0.632887, 7235, 475, 8067, 200, 
22, 1, 145, 127, 0, 0.864549, 1045, 1637, 552, 13543, 13354, 22362, 15428, 8268, 0.630266, 7821, 447, 8573, 234, 
23, 1, 138, 118, 0, 0.865552, 910, 1620, 453, 14277, 14122, 24241, 16946, 8808, 0.636649, 8291, 517, 8965, 224, 
24, 1, 96, 8, 0, 0.868153, 379, 1704, 40, 14941, 14826, 25732, 17242, 9190, 0.642857, 8660, 530, 9383, 243, 
25, 1, 161, 85, 0, 0.864106, 917, 1493, 377, 15596, 15415, 25933, 18300, 9627, 0.628774, 9078, 549, 9742, 217, 
26, 1, 164, 103, 0, 0.861871, 998, 1473, 413, 14475, 14278, 25574, 15427, 8803, 0.656254, 8337, 489, 9143, 193, 
27, 1, 155, 131, 40, 0.86712, 1145, 1420, 570, 15064, 14902, 27453, 16695, 9319, 0.66093, 8791, 523, 9405, 217, 
28, 1, 114, 108, 0, 0.874784, 922, 1420, 481, 15479, 15336, 27256, 17984, 9627, 0.647195, 9064, 558, 9652, 238, 
29, 1, 96, 86, 30, 0.872155, 817, 1104, 443, 15848, 15744, 29419, 18489, 9895, 0.664007, 9280, 610, 9941, 193, 
30, 1, 112, 81, 0, 0.872648, 863, 958, 424, 16483, 16318, 29284, 17703, 10137, 0.654204, 9598, 536, 10428, 202, 
31, 1, 129, 102, 0, 0.874301, 1045, 1128, 533, 17092, 16973, 29879, 18361, 10635, 0.644433, 10062, 568, 10665, 244, 
32, 1, 132, 114, 0, 0.869608, 1082, 1192, 570, 17598, 17500, 31354, 19517, 10914, 0.652254, 10315, 594, 11011, 244, 
33, 1, 126, 136, 0, 0.859355, 1188, 1225, 682, 18173, 17994, 32883, 20089, 11258, 0.657957, 10660, 595, 11325, 259, 
34, 1, 152, 151, 0, 0.859633, 1341, 1513, 747, 13464, 13299, 23207, 14550, 8224, 0.645899, 7802, 464, 8488, 153, 
35, 1, 161, 189, 0, 0.859197, 1544, 1770, 865, 14137, 13952, 24180, 14809, 8598, 0.644681, 8145, 495, 8974, 133, 
36, 1, 173, 168, 0, 0.859549, 1428, 1982, 751, 14913, 14708, 24882, 14813, 9065, 0.635944, 8670, 437, 9449, 152, 
37, 1, 154, 190, 0, 0.862109, 1434, 1925, 823, 15649, 15463, 26680, 15809, 9559, 0.641958, 9083, 518, 9908, 141, 
38, 1, 144, 175, 30, 0.870709, 1309, 1364, 745, 16365, 16231, 27656, 15810, 10007, 0.638397, 9556, 493, 10370, 134, 
39, 1, 124, 169, 0, 0.869931, 1220, 1471, 727, 16911, 16760, 28621, 16149, 10444, 0.635322, 9971, 533, 10596, 134, 
40, 1, 190, 139, 0, 0.878812, 1138, 1079, 578, 17430, 17256, 28973, 16526, 10672, 0.631886, 10201, 529, 11041, 134, 
41, 1, 149, 97, 0, 0.883249, 726, 666, 313, 17965, 17830, 30298, 16992, 11117, 0.633296, 10642, 533, 11301, 139, 
42, 1, 148, 79, 50, 0.891043, 583, 1115, 191, 18464, 18286, 30760, 17799, 11382, 0.63019, 10884, 556, 11676, 134, 
43, 1, 137, 95, 0, 0.892428, 622, 1815, 243, 18866, 18776, 31421, 17625, 11752, 0.626197, 11277, 533, 11887, 134, 
44, 1, 106, 78, 50, 0.895175, 535, 732, 205, 19220, 19092, 31985, 18086, 11963, 0.626191, 11485, 536, 12106, 149, 
