Iteration, Updated Cameras, Added Points, Moved Points, Inserted Steiner Points, Tracing Index Cache Hit Ratio, Traced Rays, Retraced Rays, Untraced Rays, Insert In Boundary, Remove From Boundary, Single Cell Test, Is Regular Test, Enclosing Cells, Enclosing Volume Cache Hit, Shrinked Singular, Shrinked Several, Grown Singular, Grown Several
0, 10, 1385, 0, 150, 0.863393, 4455, 0, 0, 4449, 2782, 0, 3007, 0, -nan, 0, 0, 4415, 33, 
1, 10, 1285, 0, 60, 0.887173, 3773, 830, 0, 11304, 9856, 11550, 8460, 4449, 0.614805, 4253, 196, 8498, 23, 
2, 10, 1293, 0, 70, 0.889781, 3771, 1089, 0, 17842, 16343, 20932, 12733, 8522, 0.592872, 8266, 256, 12394, 40, 
3, 10, 1395, 0, 40, 0.888447, 4669, 1582, 0, 24893, 23258, 29905, 17266, 12435, 0.584183, 12074, 361, 17002, 70, 
4, 10, 1393, 0, 85, 0.889159, 4617, 2076, 0, 31856, 30266, 40208, 21002, 16717, 0.584299, 16243, 461, 21132, 61, 
5, 10, 1391, 0, 95, 0.892655, 3990, 1602, 0, 29806, 28220, 34783, 19365, 15678, 0.549625, 15291, 349, 19680, 156, 
6, 10, 1366, 0, 105, 0.895969, 3928, 1008, 0, 27149, 25639, 31856, 17457, 14120, 0.557214, 13761, 346, 17986, 90, 
7, 10, 1203, 0, 55, 0.893856, 3925, 1185, 0, 24170, 22764, 27932, 15356, 12386, 0.557137, 12008, 402, 16244, 43, 
8, 10, 1356, 0, 120, 0.887164, 4237, 1285, 0, 26670, 25072, 29650, 16640, 13443, 0.547115, 13028, 373, 18027, 58, 
9, 10, 1175, 0, 130, 0.885693, 3690, 1565, 0, 26115, 24798, 31779, 16169, 13647, 0.571119, 13227, 421, 17265, 52, 
10, 10, 1520, 0, 65, 0.890549, 4770, 1507, 0, 26054, 24281, 27818, 14405, 12811, 0.53995, 12545, 283, 17671, 27, 
11, 10, 1513, 0, 145, 0.881315, 4229, 1399, 0, 27146, 25431, 31427, 17453, 13952, 0.556699, 13580, 338, 18017, 89, 
12, 10, 1469, 0, 70, 0.887595, 4113, 1416, 0, 25606, 24012, 29470, 19127, 13251, 0.551163, 12788, 522, 17118, 109, 
13, 10, 1345, 0, 160, 0.885481, 5011, 1362, 0, 25402, 23825, 28834, 18618, 13065, 0.547329, 12638, 421, 17320, 99, 
14, 10, 1365, 0, 90, 0.879042, 4407, 2149, 0, 25551, 23962, 32029, 19646, 13085, 0.591974, 12558, 550, 17413, 70, 
15, 10, 1236, 0, 384, 0.872095, 3783, 1206, 0, 25201, 23695, 32287, 18783, 12968, 0.598775, 12445, 596, 16859, 96, 
